BarTp,Trade,,,,,,,,BarTp,Bid,,,,,,,,BarTp,Ask,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
H15T10Y Index,,,,,,,,,,,,,,,,,,,,,,,,,
Dates,Value,Volume,Number_Ticks,Low,High,Close,Open,,Dates,Value,Volume,Number_Ticks,Low,High,Close,Open,,Dates,Value,Volume,Number_Ticks,Low,High,Close,Open
1/8/2018 16:04,0,0,1,2.49,2.49,2.49,2.49,,12/27/2017 16:12,0,0,1,2.42,2.42,2.42,2.42,,12/27/2017 16:12,0,0,1,2.42,2.42,2.42,2.42
1/9/2018 16:03,0,0,1,2.55,2.55,2.55,2.55,,12/28/2017 16:14,0,0,1,2.43,2.43,2.43,2.43,,12/28/2017 16:14,0,0,1,2.43,2.43,2.43,2.43
1/10/2018 16:00,0,0,1,2.55,2.55,2.55,2.55,,12/29/2017 15:23,0,0,1,2.4,2.4,2.4,2.4,,12/29/2017 15:23,0,0,1,2.4,2.4,2.4,2.4
1/11/2018 16:04,0,0,1,2.54,2.54,2.54,2.54,,1/2/2018 16:00,0,0,1,2.46,2.46,2.46,2.46,,1/2/2018 16:00,0,0,1,2.46,2.46,2.46,2.46
1/12/2018 15:58,0,0,1,2.55,2.55,2.55,2.55,,1/3/2018 16:04,0,0,1,2.44,2.44,2.44,2.44,,1/3/2018 16:04,0,0,1,2.44,2.44,2.44,2.44
1/16/2018 16:00,0,0,1,2.54,2.54,2.54,2.54,,1/4/2018 16:03,0,0,1,2.46,2.46,2.46,2.46,,1/4/2018 16:03,0,0,1,2.46,2.46,2.46,2.46
1/17/2018 16:04,0,0,1,2.57,2.57,2.57,2.57,,1/5/2018 16:19,0,0,1,2.47,2.47,2.47,2.47,,1/5/2018 16:19,0,0,1,2.47,2.47,2.47,2.47
1/18/2018 16:00,0,0,1,2.62,2.62,2.62,2.62,,1/8/2018 16:04,0,0,1,2.49,2.49,2.49,2.49,,1/8/2018 16:04,0,0,1,2.49,2.49,2.49,2.49
1/19/2018 16:11,0,0,1,2.64,2.64,2.64,2.64,,1/9/2018 16:03,0,0,1,2.55,2.55,2.55,2.55,,1/9/2018 16:03,0,0,1,2.55,2.55,2.55,2.55
1/22/2018 16:15,0,0,1,2.66,2.66,2.66,2.66,,1/10/2018 16:00,0,0,1,2.55,2.55,2.55,2.55,,1/10/2018 16:00,0,0,1,2.55,2.55,2.55,2.55
1/23/2018 16:00,0,0,1,2.63,2.63,2.63,2.63,,1/11/2018 16:04,0,0,1,2.54,2.54,2.54,2.54,,1/11/2018 16:04,0,0,1,2.54,2.54,2.54,2.54
1/24/2018 16:07,0,0,1,2.65,2.65,2.65,2.65,,1/12/2018 15:58,0,0,1,2.55,2.55,2.55,2.55,,1/12/2018 15:58,0,0,1,2.55,2.55,2.55,2.55
1/25/2018 16:10,0,0,1,2.63,2.63,2.63,2.63,,1/16/2018 16:00,0,0,1,2.54,2.54,2.54,2.54,,1/16/2018 16:00,0,0,1,2.54,2.54,2.54,2.54
1/26/2018 16:09,0,0,1,2.66,2.66,2.66,2.66,,1/17/2018 16:04,0,0,1,2.57,2.57,2.57,2.57,,1/17/2018 16:04,0,0,1,2.57,2.57,2.57,2.57
1/29/2018 16:09,0,0,1,2.7,2.7,2.7,2.7,,1/18/2018 16:00,0,0,1,2.62,2.62,2.62,2.62,,1/18/2018 16:00,0,0,1,2.62,2.62,2.62,2.62
1/30/2018 16:14,0,0,1,2.73,2.73,2.73,2.73,,1/19/2018 16:11,0,0,1,2.64,2.64,2.64,2.64,,1/19/2018 16:11,0,0,1,2.64,2.64,2.64,2.64
1/31/2018 16:00,0,0,1,2.72,2.72,2.72,2.72,,1/22/2018 16:15,0,0,1,2.66,2.66,2.66,2.66,,1/22/2018 16:15,0,0,1,2.66,2.66,2.66,2.66
2/1/2018 16:00,0,0,1,2.78,2.78,2.78,2.78,,1/23/2018 16:00,0,0,1,2.63,2.63,2.63,2.63,,1/23/2018 16:00,0,0,1,2.63,2.63,2.63,2.63
2/2/2018 16:00,0,0,1,2.84,2.84,2.84,2.84,,1/24/2018 16:07,0,0,1,2.65,2.65,2.65,2.65,,1/24/2018 16:07,0,0,1,2.65,2.65,2.65,2.65
2/5/2018 16:07,0,0,1,2.77,2.77,2.77,2.77,,1/25/2018 16:10,0,0,1,2.63,2.63,2.63,2.63,,1/25/2018 16:10,0,0,1,2.63,2.63,2.63,2.63
2/6/2018 16:00,0,0,1,2.79,2.79,2.79,2.79,,1/26/2018 16:09,0,0,1,2.66,2.66,2.66,2.66,,1/26/2018 16:09,0,0,1,2.66,2.66,2.66,2.66
2/7/2018 16:02,0,0,1,2.84,2.84,2.84,2.84,,1/29/2018 16:09,0,0,1,2.7,2.7,2.7,2.7,,1/29/2018 16:09,0,0,1,2.7,2.7,2.7,2.7
2/8/2018 16:13,0,0,1,2.85,2.85,2.85,2.85,,1/30/2018 16:14,0,0,1,2.73,2.73,2.73,2.73,,1/30/2018 16:14,0,0,1,2.73,2.73,2.73,2.73
2/9/2018 16:03,0,0,1,2.83,2.83,2.83,2.83,,1/31/2018 16:00,0,0,1,2.72,2.72,2.72,2.72,,1/31/2018 16:00,0,0,1,2.72,2.72,2.72,2.72
2/13/2018 16:03,0,0,1,2.83,2.83,2.83,2.83,,2/1/2018 16:00,0,0,1,2.78,2.78,2.78,2.78,,2/1/2018 16:00,0,0,1,2.78,2.78,2.78,2.78
2/14/2018 16:22,0,0,1,2.91,2.91,2.91,2.91,,2/2/2018 16:00,0,0,1,2.84,2.84,2.84,2.84,,2/2/2018 16:00,0,0,1,2.84,2.84,2.84,2.84
2/15/2018 16:04,0,0,1,2.9,2.9,2.9,2.9,,2/5/2018 16:07,0,0,1,2.77,2.77,2.77,2.77,,2/5/2018 16:07,0,0,1,2.77,2.77,2.77,2.77
2/16/2018 16:00,0,0,1,2.87,2.87,2.87,2.87,,2/6/2018 16:00,0,0,1,2.79,2.79,2.79,2.79,,2/6/2018 16:00,0,0,1,2.79,2.79,2.79,2.79
2/20/2018 16:05,0,0,1,2.88,2.88,2.88,2.88,,2/7/2018 16:02,0,0,1,2.84,2.84,2.84,2.84,,2/7/2018 16:02,0,0,1,2.84,2.84,2.84,2.84
2/21/2018 16:00,0,0,1,2.94,2.94,2.94,2.94,,2/8/2018 16:13,0,0,1,2.85,2.85,2.85,2.85,,2/8/2018 16:13,0,0,1,2.85,2.85,2.85,2.85
2/22/2018 15:56,0,0,1,2.92,2.92,2.92,2.92,,2/9/2018 16:03,0,0,1,2.83,2.83,2.83,2.83,,2/9/2018 16:03,0,0,1,2.83,2.83,2.83,2.83
2/23/2018 16:03,0,0,1,2.88,2.88,2.88,2.88,,2/12/2018 17:59,0,0,1,2.86,2.86,2.86,2.86,,2/12/2018 17:59,0,0,1,2.86,2.86,2.86,2.86
2/26/2018 16:06,0,0,1,2.86,2.86,2.86,2.86,,2/13/2018 16:03,0,0,1,2.83,2.83,2.83,2.83,,2/13/2018 16:03,0,0,1,2.83,2.83,2.83,2.83
2/27/2018 15:52,0,0,1,2.9,2.9,2.9,2.9,,2/14/2018 16:22,0,0,1,2.91,2.91,2.91,2.91,,2/14/2018 16:22,0,0,1,2.91,2.91,2.91,2.91
2/28/2018 15:59,0,0,1,2.87,2.87,2.87,2.87,,2/15/2018 16:04,0,0,1,2.9,2.9,2.9,2.9,,2/15/2018 16:04,0,0,1,2.9,2.9,2.9,2.9
,,,,,,,,,2/16/2018 16:00,0,0,1,2.87,2.87,2.87,2.87,,2/16/2018 16:00,0,0,1,2.87,2.87,2.87,2.87
,,,,,,,,,2/20/2018 16:05,0,0,1,2.88,2.88,2.88,2.88,,2/20/2018 16:05,0,0,1,2.88,2.88,2.88,2.88
,,,,,,,,,2/21/2018 16:00,0,0,1,2.94,2.94,2.94,2.94,,2/21/2018 16:00,0,0,1,2.94,2.94,2.94,2.94
,,,,,,,,,2/22/2018 15:56,0,0,1,2.92,2.92,2.92,2.92,,2/22/2018 15:56,0,0,1,2.92,2.92,2.92,2.92
,,,,,,,,,2/23/2018 16:03,0,0,1,2.88,2.88,2.88,2.88,,2/23/2018 16:03,0,0,1,2.88,2.88,2.88,2.88
,,,,,,,,,2/26/2018 16:06,0,0,1,2.86,2.86,2.86,2.86,,2/26/2018 16:06,0,0,1,2.86,2.86,2.86,2.86
,,,,,,,,,2/27/2018 15:52,0,0,1,2.9,2.9,2.9,2.9,,2/27/2018 15:52,0,0,1,2.9,2.9,2.9,2.9
